"","Country","Date","stringency_index","openness_risk","relative_stringency"
"1103","New Zealand",2020-06-28,22.22,11.7685198,10.4514802
"1104","New Zealand",2020-06-29,22.22,11.583522,10.636478
"1105","New Zealand",2020-06-30,22.22,11.477314,10.742686
"1106","New Zealand",2020-07-01,22.22,11.4611523,10.7588477
"1107","New Zealand",2020-07-02,22.22,11.410042,10.809958
"1108","New Zealand",2020-07-03,22.22,11.3054823,10.9145177
"1109","New Zealand",2020-07-04,22.22,11.3320928,10.8879072
"1110","New Zealand",2020-07-05,22.22,11.2937162,10.9262838
"1111","New Zealand",2020-07-06,22.22,11.6601596,10.5598404
"1112","New Zealand",2020-07-07,22.22,11.9130825,10.3069175
"1113","New Zealand",2020-07-08,22.22,12.0428178,10.1771822
"1114","New Zealand",2020-07-09,22.22,12.2726452,9.9473548
"1115","New Zealand",2020-07-10,22.22,12.3934197,9.8265803
"1116","New Zealand",2020-07-11,22.22,12.2072666,10.0127334
"1117","New Zealand",2020-07-12,22.22,12.1131678,10.1068322
"1118","New Zealand",2020-07-13,22.22,12.019858,10.200142
"1119","New Zealand",2020-07-14,22.22,12.1026256,10.1173744
"1120","New Zealand",2020-07-15,22.22,11.9465852,10.2734148
"1121","New Zealand",2020-07-16,22.22,11.9143027,10.3056973
"1122","New Zealand",2020-07-17,22.22,11.9651834,10.2548166
"1123","New Zealand",2020-07-18,22.22,12.2596688,9.9603312
"1124","New Zealand",2020-07-19,22.22,12.4155188,9.8044812
"1125","New Zealand",2020-07-20,22.22,12.4822686,9.7377314
"1126","New Zealand",2020-07-21,22.22,12.3683409,9.8516591
"1127","New Zealand",2020-07-22,22.22,12.3087074,9.9112926
"1128","New Zealand",2020-07-23,22.22,12.333932,9.886068
"1129","New Zealand",2020-07-24,22.22,12.2333448,9.9866552
"1130","New Zealand",2020-07-25,22.22,11.9913249,10.2286751
"1131","New Zealand",2020-07-26,22.22,11.9772494,10.2427506
"1132","New Zealand",2020-07-27,22.22,12.0234899,10.1965101
"1133","New Zealand",2020-07-28,22.22,12.2963848,9.9236152
"1134","New Zealand",2020-07-29,22.22,12.6298482,9.5901518
"1135","New Zealand",2020-07-30,22.22,12.7644513,9.4555487
"1136","New Zealand",2020-07-31,22.22,12.9942913,9.2257087
"1137","New Zealand",2020-08-01,22.22,13.2711386,8.9488614
"1138","New Zealand",2020-08-02,22.22,13.4317246,8.7882754
"1139","New Zealand",2020-08-03,22.22,13.3172999,8.9027001
"1140","New Zealand",2020-08-04,22.22,13.2868725,8.9331275
"1141","New Zealand",2020-08-05,22.22,13.1734522,9.0465478
"1142","New Zealand",2020-08-06,22.22,13.9274719,8.2925281
"1143","New Zealand",2020-08-07,22.22,13.690586,8.529414
"1144","New Zealand",2020-08-08,22.22,12.97626,9.24374
"1145","New Zealand",2020-08-09,22.22,12.2042838,10.0157162
"1146","New Zealand",2020-08-10,22.22,11.6713303,10.5486697
"1147","New Zealand",2020-08-11,22.22,10.8248166,11.3951834
"1148","New Zealand",2020-08-12,68.98,11.9535087,57.0264913
"1149","New Zealand",2020-08-13,68.98,12.5220598,56.4579402
"1150","New Zealand",2020-08-14,68.98,12.5098114,56.4701886
"1151","New Zealand",2020-08-15,68.98,13.3264478,55.6535522
"1152","New Zealand",2020-08-16,68.98,14.0039767,54.9760233
"1153","New Zealand",2020-08-17,68.98,14.8755473,54.1044527
"1154","New Zealand",2020-08-18,68.98,15.3194899,53.6605101
"1155","New Zealand",2020-08-19,68.98,14.1178511,54.8621489
"1156","New Zealand",2020-08-20,68.98,13.9247603,55.0552397
"1157","New Zealand",2020-08-21,68.98,13.8179083,55.1620917
"1158","New Zealand",2020-08-22,68.98,12.9724558,56.0075442
"1159","New Zealand",2020-08-23,71.76,12.9662562,58.7937438
"1160","New Zealand",2020-08-24,71.76,12.5474888,59.2125112
"1161","New Zealand",2020-08-25,71.76,12.449962,59.310038
"1162","New Zealand",2020-08-26,71.76,12.6024268,59.1575732
"1163","New Zealand",2020-08-27,71.76,12.6737645,59.0862355
"1164","New Zealand",2020-08-28,71.76,13.2428044,58.5171956
"1165","New Zealand",2020-08-29,71.76,13.1378381,58.6221619
"1166","New Zealand",2020-08-30,71.76,13.1276085,58.6323915
"1167","New Zealand",2020-08-31,48.61,13.7018079,34.9081921
"1168","New Zealand",2020-09-01,48.61,13.6835376,34.9264624
"1169","New Zealand",2020-09-02,48.61,13.2494312,35.3605688
"1170","New Zealand",2020-09-03,48.61,12.6568158,35.9531842
"1171","New Zealand",2020-09-04,48.61,11.8095842,36.8004158
"1172","New Zealand",2020-09-05,48.61,12.0464648,36.5635352
"1173","New Zealand",2020-09-06,48.61,11.6251062,36.9848938
"1174","New Zealand",2020-09-07,48.61,10.9581921,37.6518079
"1175","New Zealand",2020-09-08,48.61,11.0334883,37.5765117
"1176","New Zealand",2020-09-09,48.61,11.1890799,37.4209201
"1177","New Zealand",2020-09-10,48.61,10.84105,37.76895
"1178","New Zealand",2020-09-11,48.61,10.7420765,37.8679235
"1179","New Zealand",2020-09-12,48.61,10.5074349,38.1025651
"1180","New Zealand",2020-09-13,48.61,10.2905157,38.3194843
"1181","New Zealand",2020-09-14,48.61,10.0995807,38.5104193
"1182","New Zealand",2020-09-15,48.61,9.6798751,38.9301249
"1183","New Zealand",2020-09-16,48.61,9.9216886,38.6883114
"1184","New Zealand",2020-09-17,48.61,9.8806805,38.7293195
"1185","New Zealand",2020-09-18,48.61,9.9444048,38.6655952
"1186","New Zealand",2020-09-19,48.61,10.1322342,38.4777658
"1187","New Zealand",2020-09-20,43.98,10.1116194,33.8683806
"1188","New Zealand",2020-09-21,43.98,9.9153659,34.0646341
"1189","New Zealand",2020-09-22,43.98,10.6919706,33.2880294
"1190","New Zealand",2020-09-23,41.2,10.6287872,30.5712128
"1191","New Zealand",2020-09-24,41.2,11.0647309,30.1352691
"1192","New Zealand",2020-09-25,41.2,11.3147353,29.8852647
"1193","New Zealand",2020-09-26,41.2,11.4720199,29.7279801
"1194","New Zealand",2020-09-27,41.2,11.8003305,29.3996695
"1195","New Zealand",2020-09-28,41.2,12.2725121,28.9274879
"1196","New Zealand",2020-09-29,41.2,11.6604586,29.5395414
"1197","New Zealand",2020-09-30,41.2,12.4688791,28.7311209
"1198","New Zealand",2020-10-01,41.2,12.3554467,28.8445533
"1199","New Zealand",2020-10-02,41.2,12.2825049,28.9174951
"1200","New Zealand",2020-10-03,41.2,12.5500416,28.6499584
"1201","New Zealand",2020-10-04,41.2,12.637044,28.562956
"1202","New Zealand",2020-10-05,41.2,12.8127637,28.3872363
"1203","New Zealand",2020-10-06,41.2,13.1032676,28.0967324
"1204","New Zealand",2020-10-07,22.22,12.322929,9.897071
"1205","New Zealand",2020-10-08,22.22,12.4975085,9.7224915
"1206","New Zealand",2020-10-09,22.22,12.8065797,9.4134203
"1207","New Zealand",2020-10-10,22.22,12.5529772,9.6670228
"1208","New Zealand",2020-10-11,22.22,12.759006,9.460994
"1209","New Zealand",2020-10-12,22.22,12.7406886,9.4793114
"1210","New Zealand",2020-10-13,22.22,12.8217064,9.3982936
"1211","New Zealand",2020-10-14,22.22,13.0256818,9.1943182
"1212","New Zealand",2020-10-15,22.22,13.2081703,9.0118297
"1213","New Zealand",2020-10-16,22.22,13.111967,9.108033
"1214","New Zealand",2020-10-17,22.22,13.2931733,8.9268267
"1215","New Zealand",2020-10-18,22.22,13.2900039,8.9299961
"1216","New Zealand",2020-10-19,22.22,13.2876561,8.9323439
"1217","New Zealand",2020-10-20,22.22,15.4512182,6.7687818
"1218","New Zealand",2020-10-21,22.22,15.4429317,6.7770683
"1219","New Zealand",2020-10-22,22.22,15.9095264,6.3104736
"1220","New Zealand",2020-10-23,22.22,16.6572516,5.5627484
"1221","New Zealand",2020-10-24,22.22,16.4633035,5.7566965
"1222","New Zealand",2020-10-25,22.22,16.9289369,5.2910631
"1223","New Zealand",2020-10-26,22.22,16.9290019,5.2909981
"1224","New Zealand",2020-10-27,22.22,14.7781653,7.4418347
"1225","New Zealand",2020-10-28,22.22,15.1477709,7.0722291
"1226","New Zealand",2020-10-29,22.22,14.3911429,7.8288571
"1227","New Zealand",2020-10-30,22.22,14.0159288,8.2040712
"1228","New Zealand",2020-10-31,22.22,14.1051841,8.1148159
"1229","New Zealand",2020-11-01,22.22,14.0103829,8.2096171
"1230","New Zealand",2020-11-02,22.22,14.2837573,7.9362427
"1231","New Zealand",2020-11-03,22.22,14.2606828,7.9593172
"1232","New Zealand",2020-11-04,22.22,13.7102866,8.5097134
"1233","New Zealand",2020-11-05,22.22,13.662865,8.557135
"1234","New Zealand",2020-11-06,22.22,13.1878831,9.0321169
"1235","New Zealand",2020-11-07,22.22,13.5544281,8.6655719
"1236","New Zealand",2020-11-08,22.22,13.5516776,8.6683224
"1237","New Zealand",2020-11-09,22.22,13.1804557,9.0395443
"1238","New Zealand",2020-11-10,22.22,12.9941423,9.2258577
"1239","New Zealand",2020-11-11,22.22,13.0817442,9.1382558
"1240","New Zealand",2020-11-12,22.22,13.353737,8.866263
"1241","New Zealand",2020-11-13,22.22,13.4392916,8.7807084
"1242","New Zealand",2020-11-14,22.22,13.1563417,9.0636583
"1243","New Zealand",2020-11-15,22.22,12.7717339,9.4482661
"1244","New Zealand",2020-11-16,22.22,13.0459451,9.1740549
"1245","New Zealand",2020-11-17,22.22,13.2263186,8.9936814
"1246","New Zealand",2020-11-18,22.22,13.1256843,9.0943157
"1247","New Zealand",2020-11-19,22.22,13.0257902,9.1942098
"1248","New Zealand",2020-11-20,22.22,13.2954525,8.9245475
"1249","New Zealand",2020-11-21,22.22,13.8471737,8.3728263
"1250","New Zealand",2020-11-22,22.22,14.0250946,8.1949054
"1251","New Zealand",2020-11-23,22.22,13.7465512,8.4734488
"1252","New Zealand",2020-11-24,22.22,14.2119166,8.0080834
"1253","New Zealand",2020-11-25,22.22,14.1142928,8.1057072
"1254","New Zealand",2020-11-26,22.22,14.4793238,7.7406762
"1255","New Zealand",2020-11-27,22.22,14.1957928,8.0242072
"1256","New Zealand",2020-11-28,22.22,13.3563232,8.8636768
"1257","New Zealand",2020-11-29,22.22,13.7256323,8.4943677
"1258","New Zealand",2020-11-30,22.22,13.9070369,8.3129631
"1259","New Zealand",2020-12-01,22.22,13.2575707,8.9624293
"1260","New Zealand",2020-12-02,22.22,13.9938484,8.2261516
"1261","New Zealand",2020-12-03,22.22,13.3659065,8.8540935
"1262","New Zealand",2020-12-04,22.22,13.9527287,8.2672713
"1263","New Zealand",2020-12-05,22.22,14.0790151,8.1409849
"1264","New Zealand",2020-12-06,22.22,13.6085438,8.6114562
"1265","New Zealand",2020-12-07,22.22,13.8888899,8.3311101
"1266","New Zealand",2020-12-08,22.22,14.1938943,8.0261057
"1267","New Zealand",2020-12-09,22.22,13.3882236,8.8317764
"1268","New Zealand",2020-12-10,22.22,13.7646425,8.4553575
"1269","New Zealand",2020-12-11,22.22,12.9145592,9.3054408
"1270","New Zealand",2020-12-12,22.22,13.2875266,8.9324734
"1271","New Zealand",2020-12-13,22.22,13.3381062,8.8818938
"1272","New Zealand",2020-12-14,22.22,12.7732928,9.4467072
"1273","New Zealand",2020-12-15,22.22,12.8669511,9.3530489
"1274","New Zealand",2020-12-16,22.22,12.8596087,9.3603913
"1275","New Zealand",2020-12-17,22.22,13.4215587,8.7984413
"1276","New Zealand",2020-12-18,22.22,13.4161705,8.8038295
"1277","New Zealand",2020-12-19,22.22,13.6034872,8.6165128
"1278","New Zealand",2020-12-20,22.22,14.1060295,8.1139705
"1279","New Zealand",2020-12-21,22.22,13.446025,8.773975
"1280","New Zealand",2020-12-22,22.22,13.3777827,8.8422173
"1281","New Zealand",2020-12-23,22.22,11.2907234,10.9292766
"1282","New Zealand",2020-12-24,22.22,10.3798051,11.8401949
"1283","New Zealand",2020-12-25,22.22,10.1156962,12.1043038
"1284","New Zealand",2020-12-26,22.22,10.505152,11.714848
"1285","New Zealand",2020-12-27,22.22,9.5363242,12.6836758
"1286","New Zealand",2020-12-28,22.22,9.9816304,12.2383696
"1287","New Zealand",2020-12-29,22.22,9.371931,12.848069
"1288","New Zealand",2020-12-30,22.22,10.3308766,11.8891234
"1289","New Zealand",2020-12-31,22.22,10.3311632,11.8888368
"1290","New Zealand",2021-01-01,22.22,10.3311632,11.8888368
"1291","New Zealand",2021-01-02,22.22,10.5926938,11.6273062
"1292","New Zealand",2021-01-03,22.22,10.5973383,11.6226617
"1293","New Zealand",2021-01-04,22.22,10.4229845,11.7970155
"1294","New Zealand",2021-01-05,22.22,10.4209072,11.7990928
"1295","New Zealand",2021-01-06,22.22,9.6363154,12.5836846
"1296","New Zealand",2021-01-07,22.22,9.6288394,12.5911606
"1297","New Zealand",2021-01-08,22.22,9.6288394,12.5911606
"1298","New Zealand",2021-01-09,22.22,10.6749619,11.5450381
"1299","New Zealand",2021-01-10,22.22,10.9491409,11.2708591
"1300","New Zealand",2021-01-11,22.22,10.5099786,11.7100214
"1301","New Zealand",2021-01-12,22.22,11.0330398,11.1869602
"1302","New Zealand",2021-01-13,22.22,10.8549103,11.3650897
"1303","New Zealand",2021-01-14,22.22,12.424094,9.795906
"1304","New Zealand",2021-01-15,22.22,12.4274561,9.7925439
"1305","New Zealand",2021-01-16,22.22,10.5967419,11.6232581
"1306","New Zealand",2021-01-17,22.22,10.8624986,11.3575014
"1307","New Zealand",2021-01-18,22.22,10.8602834,11.3597166
"1308","New Zealand",2021-01-19,22.22,10.7731066,11.4468934
"1309","New Zealand",2021-01-20,22.22,12.852509,9.367491
"1310","New Zealand",2021-01-21,22.22,12.0679172,10.1520828
"1311","New Zealand",2021-01-22,22.22,12.0649585,10.1550415
"1312","New Zealand",2021-01-23,22.22,11.8034279,10.4165721
"1313","New Zealand",2021-01-24,22.22,11.7177265,10.5022735
"1314","New Zealand",2021-01-25,22.22,12.1476147,10.0723853
"1315","New Zealand",2021-01-26,22.22,12.1472321,10.0727679
"1316","New Zealand",2021-01-27,22.22,12.4891533,9.7308467
"1317","New Zealand",2021-01-28,22.22,12.2205436,9.9994564
"1318","New Zealand",2021-01-29,22.22,12.1324799,10.0875201
"1319","New Zealand",2021-01-30,22.22,11.7091527,10.5108473
"1320","New Zealand",2021-01-31,22.22,11.316645,10.903355
"1321","New Zealand",2021-02-01,22.22,11.9470702,10.2729298
"1322","New Zealand",2021-02-02,22.22,11.844302,10.375698
"1323","New Zealand",2021-02-03,22.22,11.9713356,10.2486644
"1324","New Zealand",2021-02-04,22.22,12.0872695,10.1327305
"1325","New Zealand",2021-02-05,22.22,12.4386063,9.7813937
"1326","New Zealand",2021-02-06,22.22,12.9836403,9.2363597
"1327","New Zealand",2021-02-07,22.22,13.1579261,9.0620739
"1328","New Zealand",2021-02-08,22.22,13.1812058,9.0387942
"1329","New Zealand",2021-02-09,22.22,13.2751854,8.9448146
"1330","New Zealand",2021-02-10,22.22,12.8052874,9.4147126
"1331","New Zealand",2021-02-11,22.22,12.8085928,9.4114072
"1332","New Zealand",2021-02-12,22.22,13.0171975,9.2028025
"1333","New Zealand",2021-02-13,22.22,12.6267077,9.5932923
"1334","New Zealand",2021-02-14,22.22,12.9906508,9.2293492
"1335","New Zealand",2021-02-15,62.5,12.7970164,49.7029836
"1336","New Zealand",2021-02-16,62.5,12.7801209,49.7198791
"1337","New Zealand",2021-02-17,62.5,13.0664994,49.4335006
"1338","New Zealand",2021-02-18,39.35,13.2366415,26.1133585
"1339","New Zealand",2021-02-19,39.35,13.2266132,26.1233868
"1340","New Zealand",2021-02-20,39.35,13.0306826,26.3193174
"1341","New Zealand",2021-02-21,39.35,13.1205913,26.2294087
"1342","New Zealand",2021-02-22,39.35,13.5834562,25.7665438
"1343","New Zealand",2021-02-23,22.22,13.4881166,8.7318834
"1344","New Zealand",2021-02-24,22.22,13.3896657,8.8303343
"1345","New Zealand",2021-02-25,22.22,13.2897709,8.9302291
"1346","New Zealand",2021-02-26,22.22,13.1875808,9.0324192
"1347","New Zealand",2021-02-27,22.22,13.552662,8.667338
"1348","New Zealand",2021-02-28,62.5,12.6939638,49.8060362
"1349","New Zealand",2021-03-01,62.5,12.5092622,49.9907378
"1350","New Zealand",2021-03-02,62.5,12.5092622,49.9907378
"1351","New Zealand",2021-03-03,62.5,12.6921598,49.8078402
"1352","New Zealand",2021-03-04,62.5,11.6100156,50.8899844
"1353","United Kingdom",2020-04-01,79.63,73.6999907,5.93000929999999
"1354","United Kingdom",2020-04-02,79.63,74.8620187,4.7679813
"1355","United Kingdom",2020-04-03,79.63,75.2171201,4.41287989999999
"1356","United Kingdom",2020-04-04,79.63,75.674584,3.955416
"1357","United Kingdom",2020-04-05,79.63,75.9973854,3.6326146
"1358","United Kingdom",2020-04-06,79.63,76.6316499,2.9983501
"1359","United Kingdom",2020-04-07,79.63,77.1701711,2.45982890000001
"1360","United Kingdom",2020-04-08,79.63,77.1304703,2.4995297
"1361","United Kingdom",2020-04-09,79.63,77.1294302,2.50056979999999
"1362","United Kingdom",2020-04-10,79.63,76.8305889,2.7994111
"1363","United Kingdom",2020-04-11,79.63,76.6912927,2.93870729999999
"1364","United Kingdom",2020-04-12,79.63,76.6571632,2.9728368
"1365","United Kingdom",2020-04-13,79.63,76.2826714,3.3473286
"1366","United Kingdom",2020-04-14,79.63,75.8859518,3.74404819999999
"1367","United Kingdom",2020-04-15,79.63,75.8783502,3.7516498
"1368","United Kingdom",2020-04-16,79.63,76.0372064,3.59279359999999
"1369","United Kingdom",2020-04-17,79.63,76.2748605,3.35513949999999
"1370","United Kingdom",2020-04-18,79.63,76.6931687,2.93683129999999
"1371","United Kingdom",2020-04-19,79.63,76.8206739,2.80932609999999
"1372","United Kingdom",2020-04-20,79.63,77.0495302,2.58046979999999
"1373","United Kingdom",2020-04-21,79.63,77.1846743,2.4453257
"1374","United Kingdom",2020-04-22,79.63,77.3655401,2.26445990000001
"1375","United Kingdom",2020-04-23,79.63,77.3393622,2.2906378
"1376","United Kingdom",2020-04-24,79.63,77.324743,2.305257
"1377","United Kingdom",2020-04-25,79.63,76.9241429,2.70585709999999
"1378","United Kingdom",2020-04-26,79.63,76.7393337,2.89066629999999
"1379","United Kingdom",2020-04-27,79.63,76.0396361,3.5903639
"1380","United Kingdom",2020-04-28,79.63,75.974002,3.655998
"1381","United Kingdom",2020-04-29,79.63,75.8989662,3.73103380000001
"1382","United Kingdom",2020-04-30,79.63,75.7349617,3.8950383
"1383","United Kingdom",2020-05-01,79.63,75.5854705,4.0445295
"1384","United Kingdom",2020-05-02,79.63,75.3278344,4.3021656
"1385","United Kingdom",2020-05-03,79.63,75.1185899,4.51141009999999
"1386","United Kingdom",2020-05-04,79.63,74.488504,5.14149599999999
"1387","United Kingdom",2020-05-05,79.63,74.0224917,5.60750829999999
"1388","United Kingdom",2020-05-06,79.63,73.2242327,6.40576729999999
"1389","United Kingdom",2020-05-07,79.63,72.7800248,6.8499752
"1390","United Kingdom",2020-05-08,79.63,72.0271037,7.6028963
"1391","United Kingdom",2020-05-09,79.63,71.7100325,7.9199675
"1392","United Kingdom",2020-05-10,79.63,71.6167592,8.01324079999999
"1393","United Kingdom",2020-05-11,77.78,71.7113904,6.0686096
"1394","United Kingdom",2020-05-12,77.78,71.5855272,6.1944728
"1395","United Kingdom",2020-05-13,71.3,71.6574768,-0.357476800000001
"1396","United Kingdom",2020-05-14,71.3,71.9585543,-0.658554300000006
"1397","United Kingdom",2020-05-15,71.3,71.9311233,-0.631123299999999
"1398","United Kingdom",2020-05-16,71.3,71.8995023,-0.599502299999997
"1399","United Kingdom",2020-05-17,71.3,71.8932781,-0.593278100000006
"1400","United Kingdom",2020-05-18,71.3,69.9012474,1.39875259999999
"1401","United Kingdom",2020-05-19,71.3,69.977714,1.32228599999999
"1402","United Kingdom",2020-05-20,71.3,69.9209202,1.3790798
"1403","United Kingdom",2020-05-21,71.3,69.8394513,1.4605487
"1404","United Kingdom",2020-05-22,71.3,69.805109,1.494891
"1405","United Kingdom",2020-05-23,71.3,69.7373051,1.5626949
"1406","United Kingdom",2020-05-24,71.3,69.6741936,1.6258064
"1407","United Kingdom",2020-05-25,71.3,69.5873601,1.7126399
"1408","United Kingdom",2020-05-26,71.3,69.5827396,1.7172604
"1409","United Kingdom",2020-05-27,71.3,66.4117804,4.8882196
"1410","United Kingdom",2020-05-28,71.3,66.3846515,4.91534849999999
"1411","United Kingdom",2020-05-29,69.44,66.398418,3.04158199999999
"1412","United Kingdom",2020-05-30,69.44,66.5199213,2.9200787
"1413","United Kingdom",2020-05-31,69.44,66.4733742,2.9666258
"1414","United Kingdom",2020-06-01,67.59,63.3152598,4.2747402
"1415","United Kingdom",2020-06-02,67.59,63.2568629,4.3331371
"1416","United Kingdom",2020-06-03,67.59,63.2346589,4.3553411
"1417","United Kingdom",2020-06-04,67.59,63.2459319,4.34406810000001
"1418","United Kingdom",2020-06-05,67.59,63.2761978,4.3138022
"1419","United Kingdom",2020-06-06,67.59,63.26783,4.32217
"1420","United Kingdom",2020-06-07,67.59,63.2517027,4.3382973
"1421","United Kingdom",2020-06-08,73.15,44.8407139,28.3092861
"1422","United Kingdom",2020-06-09,73.15,44.9652532,28.1847468
"1423","United Kingdom",2020-06-10,73.15,45.2232218,27.9267782
"1424","United Kingdom",2020-06-11,73.15,45.3257346,27.8242654
"1425","United Kingdom",2020-06-12,73.15,45.4591768,27.6908232
"1426","United Kingdom",2020-06-13,73.15,45.5569516,27.5930484
"1427","United Kingdom",2020-06-14,73.15,45.5699225,27.5800775
"1428","United Kingdom",2020-06-15,71.3,45.5575129,25.7424871
"1429","United Kingdom",2020-06-16,71.3,45.5374719,25.7625281
"1430","United Kingdom",2020-06-17,71.3,45.5222063,25.7777937
"1431","United Kingdom",2020-06-18,71.3,45.5006657,25.7993343
"1432","United Kingdom",2020-06-19,71.3,45.5528919,25.7471081
"1433","United Kingdom",2020-06-20,71.3,45.5901075,25.7098925
"1434","United Kingdom",2020-06-21,71.3,45.6613813,25.6386187
"1435","United Kingdom",2020-06-22,71.3,45.7962991,25.5037009
"1436","United Kingdom",2020-06-23,71.3,46.0606722,25.2393278
"1437","United Kingdom",2020-06-24,71.3,46.44092,24.85908
"1438","United Kingdom",2020-06-25,71.3,46.7822439,24.5177561
"1439","United Kingdom",2020-06-26,71.3,46.759484,24.540516
"1440","United Kingdom",2020-06-27,71.3,46.7344463,24.5655537
"1441","United Kingdom",2020-06-28,71.3,46.7074456,24.5925544
"1442","United Kingdom",2020-06-29,71.3,46.6861493,24.6138507
"1443","United Kingdom",2020-06-30,71.3,46.6626986,24.6373014
"1444","United Kingdom",2020-07-01,71.3,46.6357216,24.6642784
"1445","United Kingdom",2020-07-02,71.3,46.6038466,24.6961534
"1446","United Kingdom",2020-07-03,71.3,46.5825405,24.7174595
"1447","United Kingdom",2020-07-04,69.91,46.5852605,23.3247395
"1448","United Kingdom",2020-07-05,69.91,46.5838544,23.3261456
"1449","United Kingdom",2020-07-06,64.35,46.6089883,17.7410117
"1450","United Kingdom",2020-07-07,64.35,46.8506229,17.4993771
"1451","United Kingdom",2020-07-08,64.35,47.0406181,17.3093819
"1452","United Kingdom",2020-07-09,64.35,47.2047332,17.1452668
"1453","United Kingdom",2020-07-10,64.35,47.323393,17.026607
"1454","United Kingdom",2020-07-11,64.35,47.5028943,16.8471057
"1455","United Kingdom",2020-07-12,64.35,47.5637925,16.7862075
"1456","United Kingdom",2020-07-13,64.35,47.7205906,16.6294094
"1457","United Kingdom",2020-07-14,64.35,47.9201894,16.4298106
"1458","United Kingdom",2020-07-15,64.35,48.0385231,16.3114769
"1459","United Kingdom",2020-07-16,64.35,48.026052,16.323948
"1460","United Kingdom",2020-07-17,64.35,48.0456485,16.3043515
"1461","United Kingdom",2020-07-18,64.35,48.1297878,16.2202122
"1462","United Kingdom",2020-07-19,64.35,48.2129714,16.1370286
"1463","United Kingdom",2020-07-20,64.35,48.2017961,16.1482039
"1464","United Kingdom",2020-07-21,64.35,48.1806788,16.1693212
"1465","United Kingdom",2020-07-22,64.35,48.1595852,16.1904148
"1466","United Kingdom",2020-07-23,64.35,48.1517377,16.1982623
"1467","United Kingdom",2020-07-24,64.35,48.1768143,16.1731857
"1468","United Kingdom",2020-07-25,64.35,48.1581176,16.1918824
"1469","United Kingdom",2020-07-26,64.35,48.1518505,16.1981495
"1470","United Kingdom",2020-07-27,64.35,48.1746609,16.1753391
"1471","United Kingdom",2020-07-28,64.35,48.4089577,15.9410423
"1472","United Kingdom",2020-07-29,64.35,48.6227027,15.7272973
"1473","United Kingdom",2020-07-30,64.35,48.8022184,15.5477816
"1474","United Kingdom",2020-07-31,64.35,48.8970355,15.4529645
"1475","United Kingdom",2020-08-01,69.91,48.9710667,20.9389333
"1476","United Kingdom",2020-08-02,69.91,49.0379546,20.8720454
"1477","United Kingdom",2020-08-03,69.91,49.2375707,20.6724293
"1478","United Kingdom",2020-08-04,69.91,49.4165418,20.4934582
"1479","United Kingdom",2020-08-05,69.91,49.6193983,20.2906017
"1480","United Kingdom",2020-08-06,69.91,50.0956354,19.8143646
"1481","United Kingdom",2020-08-07,69.91,50.141965,19.768035
"1482","United Kingdom",2020-08-08,69.91,50.2527764,19.6572236
"1483","United Kingdom",2020-08-09,69.91,50.380474,19.529526
"1484","United Kingdom",2020-08-10,69.91,50.4734051,19.4365949
"1485","United Kingdom",2020-08-11,69.91,50.5045234,19.4054766
"1486","United Kingdom",2020-08-12,69.91,50.5332165,19.3767835
"1487","United Kingdom",2020-08-13,66.2,50.6311752,15.5688248
"1488","United Kingdom",2020-08-14,66.2,50.6575313,15.5424687
"1489","United Kingdom",2020-08-15,66.2,50.6488405,15.5511595
"1490","United Kingdom",2020-08-16,66.2,50.6192437,15.5807563
"1491","United Kingdom",2020-08-17,66.2,50.6006828,15.5993172
"1492","United Kingdom",2020-08-18,66.2,50.5896567,15.6103433
"1493","United Kingdom",2020-08-19,66.2,50.5710535,15.6289465
"1494","United Kingdom",2020-08-20,66.2,50.552759,15.647241
"1495","United Kingdom",2020-08-21,66.2,50.5713586,15.6286414
"1496","United Kingdom",2020-08-22,66.2,50.6123991,15.5876009
"1497","United Kingdom",2020-08-23,66.2,50.7063904,15.4936096
"1498","United Kingdom",2020-08-24,66.2,50.7390347,15.4609653
"1499","United Kingdom",2020-08-25,66.2,50.8664119,15.3335881
"1500","United Kingdom",2020-08-26,66.2,50.9443698,15.2556302
"1501","United Kingdom",2020-08-27,66.2,51.2053726,14.9946274
"1502","United Kingdom",2020-08-28,66.2,51.260577,14.939423
"1503","United Kingdom",2020-08-29,66.2,51.305241,14.894759
"1504","United Kingdom",2020-08-30,66.2,54.4085166,11.7914834
"1505","United Kingdom",2020-08-31,66.2,54.3966217,11.8033783
"1506","United Kingdom",2020-09-01,64.35,54.400027,9.949973
"1507","United Kingdom",2020-09-02,64.35,54.400521,9.94947899999999
"1508","United Kingdom",2020-09-03,64.35,54.4446801,9.90531989999999
"1509","United Kingdom",2020-09-04,64.35,54.4988481,9.8511519
"1510","United Kingdom",2020-09-05,64.35,54.4874348,9.86256519999999
"1511","United Kingdom",2020-09-06,64.35,54.4765632,9.87343679999999
"1512","United Kingdom",2020-09-07,64.35,54.4716843,9.87831569999999
"1513","United Kingdom",2020-09-08,64.35,54.471424,9.878576
"1514","United Kingdom",2020-09-09,64.35,54.4662253,9.88377469999999
"1515","United Kingdom",2020-09-10,64.35,54.4681479,9.8818521
"1516","United Kingdom",2020-09-11,64.35,54.4811633,9.8688367
"1517","United Kingdom",2020-09-12,64.35,54.4749788,9.8750212
"1518","United Kingdom",2020-09-13,64.35,54.5832526,9.76674739999999
"1519","United Kingdom",2020-09-14,65.74,54.5785966,11.1614034
"1520","United Kingdom",2020-09-15,65.74,54.634107,11.105893
